genome_id,generation,training_indices
146,14,"17;9;11;12;0;18;6;19;8;16"
147,14,"5;23;20;16;1;7;10;21;9;0"
148,14,"12;5;18;11;8;19;10;15;1;17"
149,14,"23;12;0;13;9;4;10;15;2;5"
150,14,"7;2;20;9;1;0;17;13;8;3"
151,14,"16;6;10;2;19;9;5;23;12;21"
152,15,"18;14;3;20;5;0;7;24;17;9"
153,15,"10;2;4;1;9;18;8;11;13;23"
154,15,"1;17;0;5;10;14;4;16;11;2"
155,15,"15;2;22;0;21;16;3;20;11;24"
156,15,"10;1;4;15;21;23;8;19;20;3"
157,15,"8;10;4;24;11;7;16;20;17;2"
158,15,"24;8;15;3;22;0;16;5;11;1"
159,15,"24;23;21;12;13;8;19;16;0;4"
160,15,"6;0;9;2;16;1;14;10;18;12"
161,15,"18;17;11;0;20;7;22;23;10;24"
162,16,"9;10;14;5;3;23;13;6;15;0"
163,16,"4;9;16;0;18;5;3;8;15;19"
164,16,"2;13;8;19;25;9;22;15;20;3"
165,16,"2;20;15;4;17;23;18;11;1;10"
166,16,"3;20;2;8;0;15;21;14;7;1"
167,16,"12;17;16;15;11;2;18;23;9;3"
168,16,"24;11;4;21;2;14;1;13;25;23"
169,16,"12;13;21;16;23;15;8;7;6;0"
170,16,"12;25;13;1;5;17;6;23;10;22"
171,16,"2;17;8;11;25;14;3;0;21;16"
172,17,"23;10;21;13;3;0;19;20;26;9"
173,17,"13;18;17;10;9;22;19;20;8;23"
174,17,"21;1;7;19;17;25;9;3;11;10"
175,17,"16;21;19;2;26;24;15;20;12;14"
176,17,"10;4;26;14;20;23;13;18;0;1"
177,17,"26;8;23;18;21;16;9;22;4;10"
178,17,"20;14;9;26;21;6;2;17;11;24"
179,17,"1;7;21;0;14;17;6;22;23;20"
180,17,"1;17;12;26;21;19;14;10;6;13"
181,17,"22;23;11;8;18;26;25;14;20;9"
182,18,"15;10;17;2;6;13;27;19;26;7"
183,18,"0;18;24;3;22;19;8;10;15;17"
184,18,"18;4;24;5;22;15;25;23;21;3"
185,18,"19;12;3;23;6;16;25;4;0;2"
186,18,"11;6;15;20;2;16;27;4;24;8"
187,18,"5;21;17;12;26;27;24;15;19;13"
188,18,"25;10;21;16;9;8;7;20;15;18"
189,18,"8;12;18;23;6;22;3;15;0;4"
190,18,"19;15;5;1;20;24;13;12;21;27"
191,18,"19;26;22;12;0;21;16;25;11;10"
192,19,"9;22;8;11;0;20;7;4;12;3"
193,19,"9;23;5;28;10;3;7;22;24;6"
194,19,"3;12;23;6;19;20;4;18;2;21"
195,19,"12;23;13;18;28;26;6;2;25;11"
196,19,"28;10;4;6;1;7;19;18;27;14"
197,19,"8;28;26;27;10;2;19;23;0;5"
198,19,"21;27;26;3;4;16;17;20;8;15"
199,19,"2;14;4;22;6;3;9;8;0;25"
200,19,"15;28;19;22;13;21;4;6;18;5"
201,19,"5;27;21;24;26;18;16;23;4;2"
202,20,"1;25;16;23;13;5;24;29;28;11"
203,20,"25;21;10;24;20;14;13;22;2;19"
204,20,"2;4;12;21;10;27;29;28;24;9"
205,20,"12;4;9;15;2;10;8;24;3;11"
206,20,"2;3;17;23;1;14;26;24;6;4"
207,20,"28;16;5;10;1;22;18;3;0;15"
208,20,"12;1;15;5;25;20;10;11;8;28"
209,20,"5;29;18;11;2;25;27;22;12;15"
210,20,"5;22;20;3;26;6;15;14;25;2"
211,20,"0;18;6;27;1;10;24;12;3;11"
212,21,"16;26;20;3;6;2;8;30;9;15"
213,21,"12;1;2;5;16;3;11;21;23;28"
214,21,"9;29;17;23;4;27;30;13;26;6"
215,21,"24;16;25;4;11;2;7;13;8;20"
216,21,"28;1;19;23;22;18;9;14;11;21"
217,21,"29;2;27;1;12;0;18;14;25;15"
218,21,"5;23;28;10;0;27;6;24;22;13"
219,21,"16;19;2;28;0;20;9;5;15;3"
220,21,"4;17;21;27;9;18;0;11;20;26"
221,21,"4;28;30;24;5;20;18;8;23;3"
222,22,"20;8;31;1;16;29;11;10;14;18"
223,22,"28;19;27;14;23;11;31;29;13;18"
224,22,"0;8;29;13;5;12;3;26;10;18"
225,22,"29;12;21;17;28;11;26;25;24;4"
226,22,"14;27;20;25;5;2;6;21;18;17"
227,22,"7;16;13;11;14;22;19;23;5;31"
228,22,"8;23;28;17;13;29;19;11;14;5"
229,22,"19;0;18;23;12;5;30;4;26;16"
230,22,"8;31;27;10;21;4;11;23;20;1"
231,22,"5;18;2;22;1;14;26;8;13;3"
232,23,"23;32;18;7;14;6;31;10;28;12"
233,23,"29;2;32;27;9;3;31;25;22;6"
234,23,"25;3;9;19;30;18;5;6;2;24"
235,23,"15;21;8;31;28;27;17;4;0;26"
236,23,"25;7;27;1;2;24;32;26;22;23"
237,23,"20;11;23;18;15;32;14;1;2;4"
238,23,"28;5;10;23;6;14;3;4;12;8"
239,23,"8;3;29;13;21;26;1;14;20;30"
240,23,"23;31;7;1;11;14;3;10;2;29"
241,23,"24;12;14;23;11;26;3;21;30;17"
242,24,"22;28;13;4;16;1;3;30;33;18"
243,24,"13;7;17;1;6;23;21;0;20;16"
244,24,"14;18;4;20;9;32;6;26;3;11"
245,24,"28;4;6;20;22;10;27;21;2;25"
246,24,"3;28;25;24;27;33;4;12;23;5"
247,24,"2;27;29;6;28;7;30;32;9;10"
248,24,"29;5;22;8;16;20;10;32;28;3"
249,24,"22;7;23;16;30;18;13;6;14;29"
250,24,"13;9;26;8;22;27;6;17;33;10"
251,24,"32;15;23;25;6;13;26;24;11;18"
252,25,"30;2;20;18;17;13;33;31;21;24"
253,25,"6;30;3;33;8;22;10;32;29;14"
254,25,"5;20;13;4;26;15;11;10;29;3"
255,25,"5;13;20;22;28;1;33;29;8;11"
256,25,"7;1;15;21;4;0;34;5;33;30"
257,25,"23;26;17;29;2;9;14;24;8;33"
258,25,"18;33;21;20;6;24;17;27;19;26"
259,25,"1;21;33;16;3;9;10;34;32;11"
260,25,"18;8;33;20;3;1;0;34;17;27"
261,25,"18;19;6;11;13;10;27;7;8;26"
262,26,"29;25;9;2;11;0;16;34;5;22"
263,26,"33;10;14;13;20;16;34;32;5;7"
264,26,"26;20;9;22;7;6;31;17;23;5"
265,26,"29;14;4;30;35;7;23;15;2;12"
266,26,"25;30;28;9;33;12;4;13;17;27"
267,26,"6;10;1;32;5;15;13;9;34;14"
268,26,"14;16;22;35;21;13;34;4;2;1"
269,26,"18;33;11;16;1;4;30;24;29;9"
270,26,"15;17;8;31;5;35;26;4;6;13"
271,26,"2;29;1;31;34;12;32;30;33;4"
272,27,"13;29;33;4;16;18;7;32;36;24"
273,27,"1;15;24;7;34;35;30;17;6;22"
274,27,"26;20;16;15;25;13;35;8;19;27"
275,27,"1;17;20;34;9;25;8;3;35;22"
276,27,"13;33;17;1;25;28;29;27;14;24"
277,27,"30;19;25;20;23;0;13;31;7;11"
278,27,"25;16;21;3;24;20;1;35;10;11"
279,27,"23;22;9;29;11;3;34;12;24;4"
280,27,"20;34;25;28;35;19;14;21;5;32"
281,27,"11;9;33;4;21;1;22;15;13;24"
282,28,"20;36;3;19;10;12;7;27;22;24"
283,28,"30;28;29;5;0;1;37;35;34;36"
284,28,"29;0;21;25;13;36;10;16;34;35"
285,28,"28;37;0;4;12;14;35;8;7;5"
286,28,"7;36;1;35;27;31;14;15;16;26"
287,28,"0;24;8;18;6;26;3;37;15;19"
288,28,"31;32;7;3;23;17;36;15;12;13"
289,28,"6;32;28;25;23;19;20;15;9;26"
290,28,"4;1;19;21;20;28;23;22;36;17"
291,28,"34;24;13;0;5;2;9;10;11;36"
292,29,"37;13;12;36;8;33;20;7;26;0"
293,29,"23;32;35;22;18;14;11;4;13;9"
294,29,"9;32;28;1;7;17;8;10;0;27"
295,29,"7;28;4;33;1;24;12;13;0;8"
296,29,"21;23;8;22;6;0;25;20;9;14"
297,29,"2;21;9;26;18;37;20;15;17;16"
298,29,"23;34;35;12;4;10;22;3;25;26"
299,29,"8;37;35;30;34;21;2;1;27;9"
300,29,"15;35;37;17;2;6;36;38;34;27"
301,29,"17;8;5;15;20;37;6;26;38;25"
302,30,"0;22;9;30;6;11;20;36;10;7"
303,30,"21;36;3;14;23;34;11;18;26;19"
304,30,"7;6;29;2;38;21;30;12;20;25"
305,30,"2;16;9;12;25;33;10;17;20;11"
306,30,"23;38;7;25;35;19;21;3;15;28"
307,30,"29;10;35;2;15;12;21;39;31;36"
308,30,"3;8;26;27;38;10;19;11;20;32"
309,30,"10;31;22;23;3;9;37;33;30;17"
310,30,"39;16;20;15;5;13;22;32;38;30"
311,30,"3;13;25;33;9;20;30;2;26;1"
312,31,"33;9;38;20;24;4;16;17;31;26"
313,31,"12;26;35;30;8;5;10;27;32;19"
314,31,"13;33;21;26;22;40;9;37;24;31"
315,31,"33;37;23;25;16;1;29;4;10;21"
316,31,"18;24;20;9;10;6;27;0;33;2"
317,31,"1;35;16;28;11;22;3;36;39;24"
318,31,"40;26;15;23;14;17;38;1;3;21"
319,31,"1;25;31;34;18;16;6;5;29;35"
320,31,"6;7;5;39;37;17;24;11;13;33"
321,31,"0;28;1;6;27;23;17;2;11;38"
322,32,"35;6;12;9;33;16;26;30;31;36"
323,32,"3;7;14;34;27;9;21;5;0;38"
324,32,"24;40;14;39;8;34;31;41;0;18"
325,32,"22;31;37;6;14;3;11;41;40;16"
326,32,"19;35;32;17;22;29;1;18;30;5"
327,32,"3;11;37;19;39;6;28;33;26;29"
328,32,"10;18;38;27;39;0;17;22;14;9"
329,32,"9;39;22;4;21;23;32;14;30;0"
330,32,"20;25;18;27;1;26;19;14;41;6"
331,32,"29;30;6;4;18;26;27;19;7;12"
332,33,"36;22;1;42;21;4;14;13;34;2"
333,33,"40;23;21;7;35;15;41;20;9;26"
334,33,"4;14;9;0;26;40;28;33;12;6"
335,33,"36;13;21;42;20;14;26;25;31;4"
336,33,"42;22;18;35;27;37;41;16;28;32"
337,33,"33;15;18;42;7;2;21;41;38;4"
338,33,"4;39;2;15;26;22;5;36;12;17"
339,33,"15;0;25;10;32;40;23;11;41;37"
340,33,"31;30;18;1;39;8;21;3;0;42"
341,33,"18;30;10;7;32;31;6;41;21;28"
342,34,"33;3;36;13;37;23;32;8;22;2"
343,34,"37;25;35;18;23;36;43;26;34;32"
344,34,"30;1;17;28;0;40;22;29;6;2"
345,34,"10;4;31;20;15;1;25;38;0;19"
346,34,"30;27;21;2;19;20;38;1;17;3"
347,34,"37;22;6;30;8;11;16;33;39;21"
348,34,"3;1;26;31;10;23;30;39;18;28"
349,34,"3;12;18;1;37;34;20;2;7;9"
350,34,"8;19;15;13;10;4;1;2;41;29"
351,34,"34;2;24;43;13;8;18;26;32;42"
352,35,"26;32;25;1;21;39;43;3;34;6"
353,35,"37;5;29;15;20;30;12;7;35;43"
354,35,"14;0;9;43;13;42;31;2;12;29"
355,35,"25;27;26;30;37;22;0;3;5;15"
356,35,"36;5;31;26;20;6;34;8;19;4"
357,35,"4;2;30;9;39;8;5;35;20;34"
358,35,"15;30;43;36;34;21;13;41;37;23"
359,35,"12;1;41;28;38;22;0;23;24;5"
360,35,"23;15;13;5;42;4;22;21;33;31"
361,35,"2;43;17;12;13;9;26;23;36;27"
362,36,"29;0;45;40;28;13;19;36;16;27"
363,36,"5;43;24;37;0;35;3;44;19;40"
364,36,"9;23;28;14;2;32;44;35;0;3"
365,36,"38;43;39;19;34;1;0;45;2;31"
366,36,"20;19;7;35;36;28;39;34;22;38"
367,36,"44;24;2;18;33;10;16;39;40;37"
368,36,"5;34;10;28;37;16;6;43;2;4"
369,36,"43;16;26;21;36;12;18;30;17;5"
370,36,"6;45;10;2;23;14;12;29;38;40"
371,36,"27;13;45;0;5;36;1;42;43;41"
372,37,"23;32;9;2;46;33;7;27;10;18"
373,37,"12;1;36;6;9;38;17;8;27;15"
374,37,"32;0;16;23;37;35;34;46;10;38"
375,37,"15;36;12;23;29;24;3;2;38;0"
376,37,"4;22;1;27;18;10;26;11;17;19"
377,37,"13;45;16;39;0;17;5;38;24;21"
378,37,"24;15;13;11;2;23;21;8;39;44"
379,37,"45;5;13;3;22;41;7;46;6;31"
380,37,"33;6;22;12;32;28;9;15;0;7"
381,37,"11;2;43;16;7;34;25;14;38;9"
382,38,"36;23;12;35;3;13;39;32;44;42"
383,38,"0;46;31;1;14;34;13;38;36;39"
384,38,"35;44;27;33;16;0;42;43;38;47"
385,38,"27;13;38;20;14;45;34;8;35;17"
386,38,"20;33;47;27;4;30;17;18;34;42"
387,38,"45;8;1;40;11;4;17;25;36;7"
388,38,"28;33;5;8;23;20;6;16;3;11"
389,38,"37;40;29;18;36;44;43;45;23;30"
390,38,"40;43;17;36;24;4;5;28;18;19"
391,38,"1;16;47;37;42;5;21;20;34;35"
392,39,"12;20;13;10;0;3;1;37;44;18"
393,39,"37;29;46;9;17;40;45;39;42;2"
394,39,"31;41;7;21;45;17;39;13;19;14"
395,39,"40;44;45;43;33;25;4;42;18;35"
396,39,"28;33;8;25;43;22;44;26;19;17"
397,39,"48;0;35;19;20;11;6;29;24;7"
398,39,"29;40;36;37;42;2;11;39;14;3"
399,39,"41;12;34;6;48;15;9;39;7;35"
400,39,"5;44;25;7;33;17;29;40;38;9"
401,39,"41;7;43;32;11;14;20;9;34;18"
402,40,"35;24;16;3;5;18;40;28;43;9"
403,40,"49;10;6;27;16;41;12;11;47;29"
404,40,"1;6;35;9;32;37;7;34;28;40"
405,40,"14;20;41;45;27;33;6;48;46;19"
406,40,"24;48;19;45;49;27;9;34;0;44"
407,40,"37;18;33;19;43;14;0;23;8;29"
408,40,"7;0;46;42;10;13;38;44;18;3"
409,40,"21;42;18;35;32;8;37;5;33;14"
410,40,"31;11;28;43;15;1;26;40;6;36"
411,40,"23;20;37;3;26;33;16;11;30;4"
412,41,"9;38;22;41;4;36;14;25;5;48"
413,41,"6;28;44;30;39;32;35;31;50;27"
414,41,"12;2;23;34;26;21;24;0;33;13"
415,41,"49;20;12;7;44;31;46;11;24;27"
416,41,"41;8;28;20;12;34;27;47;3;37"
417,41,"22;42;9;27;44;40;43;39;11;18"
418,41,"49;12;42;13;14;47;41;1;2;31"
419,41,"49;8;24;5;16;37;48;35;2;31"
420,41,"20;23;10;35;13;0;29;46;42;30"
421,41,"27;0;21;33;8;29;13;3;49;26"
422,42,"32;20;11;25;16;48;27;50;24;47"
423,42,"10;13;0;41;32;9;19;24;38;47"
424,42,"28;40;17;22;3;43;48;37;51;6"
425,42,"48;19;51;14;31;36;47;2;43;1"
426,42,"23;38;3;4;22;13;16;27;33;42"
427,42,"39;50;20;25;32;10;40;41;27;8"
428,42,"44;0;28;8;47;51;21;34;43;32"
429,42,"41;7;32;47;12;18;15;28;30;44"
430,42,"10;13;19;32;3;34;39;26;23;0"
431,42,"15;6;10;32;23;44;20;21;33;34"
432,43,"38;1;41;29;17;4;33;9;20;14"
433,43,"31;45;33;38;24;4;49;40;15;32"
434,43,"39;22;13;17;2;36;12;11;43;51"
435,43,"2;29;18;3;23;45;50;17;19;0"
436,43,"8;25;6;33;47;48;39;36;38;28"
437,43,"22;30;48;43;37;15;5;31;46;18"
438,43,"36;37;13;44;52;49;9;4;16;19"
439,43,"28;3;51;39;45;31;33;49;6;27"
440,43,"48;8;6;30;35;27;4;49;34;32"
441,43,"7;4;14;47;27;45;19;28;32;40"
442,44,"1;12;11;47;51;10;28;46;38;27"
443,44,"27;46;23;36;52;6;7;2;20;43"
444,44,"48;11;10;50;28;44;46;38;39;4"
445,44,"48;46;13;9;39;31;11;52;29;22"
446,44,"23;2;51;42;11;9;38;22;27;32"
447,44,"34;51;36;45;47;12;50;32;6;35"
448,44,"31;35;20;33;2;43;17;23;42;22"
449,44,"39;49;3;9;32;47;15;46;14;4"
450,44,"18;45;46;8;36;23;4;7;1;34"
451,44,"46;13;31;22;26;28;50;23;20;49"
452,45,"52;49;54;3;12;24;21;23;47;48"
453,45,"7;28;54;27;46;2;42;50;21;35"
454,45,"7;38;41;54;11;43;22;51;3;35"
455,45,"46;10;27;47;19;32;45;24;4;54"
456,45,"35;22;23;26;3;12;38;48;42;13"
457,45,"13;49;5;25;28;22;0;18;16;39"
458,45,"15;4;16;40;13;32;44;36;18;21"
459,45,"15;23;48;18;8;7;20;37;1;26"
460,45,"39;7;45;2;47;30;43;41;27;20"
461,45,"45;47;38;4;11;32;41;21;5;35"
462,46,"52;18;45;1;7;50;4;2;27;35"
463,46,"38;5;7;52;2;39;32;31;33;10"
464,46,"49;25;47;4;20;35;33;18;52;12"
465,46,"33;25;42;10;14;40;20;39;5;49"
466,46,"50;10;42;2;43;27;53;47;19;5"
467,46,"12;19;48;43;28;41;50;2;0;30"
468,46,"30;40;13;10;11;5;34;45;22;19"
469,46,"52;23;35;7;1;37;16;39;30;40"
470,46,"47;8;20;5;26;50;10;48;46;34"
471,46,"15;43;1;42;11;55;53;8;38;3"
472,47,"3;47;49;22;41;24;8;11;9;2"
473,47,"55;31;9;30;20;46;15;52;54;44"
474,47,"44;35;39;37;47;36;41;56;42;46"
475,47,"39;8;44;35;34;33;51;29;4;24"
476,47,"19;22;53;8;32;10;26;41;11;0"
477,47,"44;39;34;17;2;40;4;19;15;51"
478,47,"34;28;17;53;7;15;27;10;1;55"
479,47,"35;51;32;26;37;11;4;52;10;17"
480,47,"31;34;4;35;21;53;13;40;56;51"
481,47,"49;4;12;51;39;30;7;27;8;25"
482,48,"37;41;20;14;36;19;17;9;27;29"
483,48,"43;52;18;34;37;6;33;17;12;41"
484,48,"49;39;14;28;45;47;17;51;56;52"
485,48,"13;25;12;41;29;28;34;54;56;24"
486,48,"9;15;51;16;37;3;1;53;49;23"
487,48,"24;4;42;39;46;3;12;51;19;38"
488,48,"55;13;22;48;32;42;20;34;54;12"
489,48,"38;15;33;41;37;22;12;18;0;31"
490,48,"11;7;44;37;46;24;33;34;19;30"
491,48,"36;56;21;35;47;39;28;19;20;54"
492,49,"47;25;34;46;18;26;17;2;8;11"
493,49,"11;56;14;39;6;40;27;50;22;5"
494,49,"45;58;49;22;1;53;26;44;4;42"
495,49,"6;32;7;31;30;26;33;46;55;58"
496,49,"54;33;28;53;34;32;26;6;37;49"
497,49,"33;4;35;51;57;28;53;25;12;27"
498,49,"35;17;53;39;13;48;3;8;45;32"
499,49,"1;40;30;20;56;43;27;5;32;34"
500,49,"15;56;50;28;7;37;47;25;40;54"
501,49,"8;34;56;42;18;1;22;36;20;41"
